participant, trial, stimulus, response, rt
20, 1, O, f, 0.506
20, 2, Q, f, 0.11
20, 3, O, f, 0.11
20, 4, Q, NIL, NIL
20, 5, O, f, 0.11
20, 6, O, f, 0.11
20, 7, O, f, 0.386
20, 8, O, f, 0.384
20, 9, O, f, 0.384
20, 10, O, f, 0.11
20, 11, O, f, 0.386
20, 12, Q, f, 0.11
20, 13, O, f, 0.384
20, 14, O, f, 0.11
20, 15, O, f, 0.11
20, 16, O, f, 0.384
20, 17, O, f, 0.11
20, 18, O, f, 0.384
20, 19, O, f, 0.385
20, 20, O, f, 0.384
20, 21, O, f, 0.11
20, 22, O, f, 0.387
20, 23, Q, f, 0.11
20, 24, O, f, 0.386
20, 25, Q, f, 0.11
20, 26, Q, f, 0.11
20, 27, O, f, 0.386
20, 28, Q, f, 0.11
20, 29, O, f, 0.11
20, 30, O, f, 0.11
20, 31, O, f, 0.383
20, 32, O, f, 0.11
20, 33, O, f, 0.11
20, 34, O, f, 0.11
20, 35, O, f, 0.11
20, 36, O, f, 0.11
20, 37, O, f, 0.11
20, 38, O, f, 0.385
20, 39, O, f, 0.11
20, 40, O, f, 0.384
20, 41, O, f, 0.11
20, 42, O, f, 0.11
20, 43, O, f, 0.389
20, 44, O, f, 0.11
20, 45, O, f, 0.385
20, 46, O, f, 0.391
20, 47, O, f, 0.11
20, 48, O, f, 0.11
20, 49, O, f, 0.11
20, 50, O, f, 0.388
20, 51, O, f, 0.383
20, 52, O, f, 0.11
20, 53, O, f, 0.384
20, 54, O, f, 0.391
20, 55, O, f, 0.11
20, 56, O, f, 0.385
20, 57, O, f, 0.11
20, 58, O, f, 0.11
20, 59, O, f, 0.385
20, 60, O, f, 0.11
20, 61, O, f, 0.11
20, 62, O, f, 0.11
20, 63, O, f, 0.11
20, 64, O, f, 0.11
20, 65, O, f, 0.384
20, 66, O, f, 0.11
20, 67, O, f, 0.11
20, 68, O, f, 0.386
20, 69, O, f, 0.385
20, 70, O, f, 0.11
20, 71, O, f, 0.386
20, 72, O, f, 0.11
20, 73, O, f, 0.11
20, 74, O, f, 0.11
20, 75, O, f, 0.383
20, 76, Q, f, 0.11
20, 77, Q, f, 0.11
20, 78, O, f, 0.11
20, 79, O, f, 0.384
20, 80, O, f, 0.11
20, 81, O, f, 0.11
20, 82, O, f, 0.11
20, 83, O, f, 0.11
20, 84, Q, f, 0.11
20, 85, O, f, 0.11
20, 86, O, f, 0.11
20, 87, O, f, 0.11
20, 88, O, f, 0.11
20, 89, Q, NIL, NIL
20, 90, O, f, 0.11
20, 91, O, f, 0.383
20, 92, O, f, 0.11
20, 93, O, f, 0.391
20, 94, O, f, 0.11
20, 95, O, f, 0.382
20, 96, O, f, 0.383
20, 97, O, f, 0.387
20, 98, O, f, 0.384
20, 99, O, f, 0.11
20, 100, Q, NIL, NIL
20, 101, O, f, 0.11
20, 102, O, f, 0.383
20, 103, O, f, 0.386
20, 104, O, f, 0.11
20, 105, O, f, 0.384
20, 106, O, f, 0.11
20, 107, O, f, 0.385
20, 108, O, f, 0.384
20, 109, O, f, 0.384
20, 110, Q, f, 0.11
20, 111, O, f, 0.11
20, 112, O, f, 0.11
20, 113, O, f, 0.385
