participant, trial, stimulus, response, rt
21, 1, O, f, 0.506
21, 2, O, f, 0.11
21, 3, O, f, 0.11
21, 4, O, f, 0.389
21, 5, O, f, 0.11
21, 6, O, f, 0.11
21, 7, O, f, 0.392
21, 8, O, f, 0.384
21, 9, O, f, 0.384
21, 10, O, f, 0.385
21, 11, O, f, 0.383
21, 12, O, f, 0.387
21, 13, O, f, 0.11
21, 14, O, f, 0.11
21, 15, O, f, 0.11
21, 16, O, f, 0.386
21, 17, O, f, 0.11
21, 18, O, f, 0.386
21, 19, O, f, 0.11
21, 20, O, f, 0.11
21, 21, O, f, 0.11
21, 22, O, f, 0.11
21, 23, O, f, 0.383
21, 24, O, f, 0.11
21, 25, O, f, 0.11
21, 26, Q, NIL, NIL
21, 27, O, f, 0.11
21, 28, O, f, 0.11
21, 29, O, f, 0.11
21, 30, Q, f, 0.11
21, 31, O, f, 0.11
21, 32, O, f, 0.11
21, 33, O, f, 0.11
21, 34, O, f, 0.11
21, 35, O, f, 0.11
21, 36, O, f, 0.382
21, 37, O, f, 0.11
21, 38, Q, NIL, NIL
21, 39, Q, NIL, NIL
21, 40, O, f, 0.385
21, 41, O, f, 0.11
21, 42, O, f, 0.11
21, 43, O, f, 0.386
21, 44, Q, NIL, NIL
21, 45, O, f, 0.388
21, 46, O, f, 0.384
21, 47, O, f, 0.11
21, 48, O, f, 0.382
21, 49, O, f, 0.385
21, 50, O, f, 0.387
21, 51, O, f, 0.11
21, 52, O, f, 0.385
21, 53, O, f, 0.384
21, 54, O, f, 0.11
21, 55, O, f, 0.11
21, 56, O, f, 0.386
21, 57, O, f, 0.387
21, 58, O, f, 0.11
21, 59, O, f, 0.385
21, 60, O, f, 0.384
21, 61, O, f, 0.11
21, 62, O, f, 0.385
21, 63, O, f, 0.11
21, 64, Q, NIL, NIL
21, 65, O, f, 0.385
21, 66, O, f, 0.387
21, 67, O, f, 0.11
21, 68, O, f, 0.386
21, 69, O, f, 0.382
21, 70, O, f, 0.385
21, 71, O, f, 0.11
21, 72, O, f, 0.11
21, 73, O, f, 0.11
21, 74, Q, f, 0.11
21, 75, O, f, 0.385
21, 76, O, f, 0.11
21, 77, Q, f, 0.11
21, 78, O, f, 0.11
21, 79, O, f, 0.11
21, 80, O, f, 0.11
21, 81, O, f, 0.11
21, 82, O, f, 0.11
21, 83, O, f, 0.11
21, 84, O, f, 0.384
21, 85, O, f, 0.386
21, 86, O, f, 0.389
21, 87, Q, NIL, NIL
21, 88, O, f, 0.384
21, 89, O, f, 0.384
21, 90, O, f, 0.383
21, 91, O, f, 0.388
21, 92, O, f, 0.384
21, 93, O, f, 0.384
21, 94, O, f, 0.11
21, 95, O, f, 0.387
21, 96, O, f, 0.11
21, 97, O, f, 0.385
21, 98, Q, f, 0.11
21, 99, Q, NIL, NIL
21, 100, O, f, 0.11
21, 101, O, f, 0.387
21, 102, O, f, 0.385
21, 103, O, f, 0.11
21, 104, O, f, 0.384
21, 105, O, f, 0.11
21, 106, O, f, 0.11
21, 107, O, f, 0.387
21, 108, O, f, 0.384
21, 109, O, f, 0.11
21, 110, O, f, 0.384
21, 111, Q, NIL, NIL
21, 112, O, f, 0.11
21, 113, O, f, 0.11
21, 114, O, f, 0.11
21, 115, Q, NIL, NIL
21, 116, O, f, 0.11
21, 117, O, f, 0.11
21, 118, O, f, 0.386
21, 119, O, f, 0.11
21, 120, O, f, 0.11
21, 121, O, f, 0.11
21, 122, O, f, 0.389
21, 123, O, f, 0.11
21, 124, O, f, 0.11
21, 125, O, f, 0.11
21, 126, O, f, 0.384
21, 127, O, f, 0.11
