participant, trial, stimulus, response, rt
9, 1, O, f, 0.505
9, 2, O, f, 0.11
9, 3, O, f, 0.11
9, 4, O, f, 0.383
9, 5, O, f, 0.387
9, 6, O, f, 0.11
9, 7, O, f, 0.385
9, 8, O, f, 0.384
9, 9, Q, f, 0.11
9, 10, O, f, 0.11
9, 11, O, f, 0.11
9, 12, O, f, 0.11
9, 13, O, f, 0.385
9, 14, O, f, 0.11
9, 15, O, f, 0.11
9, 16, O, f, 0.383
9, 17, O, f, 0.11
9, 18, O, f, 0.383
9, 19, O, f, 0.11
9, 20, Q, f, 0.11
9, 21, O, f, 0.387
9, 22, O, f, 0.39
9, 23, O, f, 0.384
9, 24, O, f, 0.11
9, 25, O, f, 0.11
9, 26, O, f, 0.384
9, 27, O, f, 0.385
9, 28, O, f, 0.11
9, 29, O, f, 0.11
9, 30, O, f, 0.11
9, 31, O, f, 0.387
9, 32, O, f, 0.384
9, 33, O, f, 0.386
9, 34, O, f, 0.11
9, 35, Q, NIL, NIL
9, 36, O, f, 0.385
9, 37, O, f, 0.11
9, 38, O, f, 0.11
9, 39, O, f, 0.11
9, 40, O, f, 0.11
9, 41, O, f, 0.386
9, 42, O, f, 0.11
9, 43, O, f, 0.385
9, 44, O, f, 0.385
9, 45, O, f, 0.387
9, 46, O, f, 0.11
9, 47, O, f, 0.11
9, 48, O, f, 0.383
9, 49, Q, f, 0.11
9, 50, O, f, 0.11
9, 51, O, f, 0.11
9, 52, O, f, 0.385
9, 53, Q, f, 0.11
9, 54, O, f, 0.11
9, 55, O, f, 0.386
9, 56, O, f, 0.386
9, 57, Q, f, 0.11
9, 58, O, f, 0.11
9, 59, O, f, 0.386
9, 60, O, f, 0.11
9, 61, O, f, 0.388
9, 62, O, f, 0.11
9, 63, O, f, 0.385
9, 64, O, f, 0.385
9, 65, O, f, 0.382
9, 66, O, f, 0.386
9, 67, O, f, 0.11
9, 68, O, f, 0.384
9, 69, O, f, 0.386
9, 70, Q, NIL, NIL
9, 71, O, f, 0.386
9, 72, O, f, 0.388
9, 73, Q, NIL, NIL
9, 74, O, f, 0.384
9, 75, O, f, 0.11
9, 76, O, f, 0.11
9, 77, O, f, 0.388
9, 78, O, f, 0.384
9, 79, O, f, 0.383
9, 80, O, f, 0.386
9, 81, O, f, 0.11
9, 82, O, f, 0.11
9, 83, Q, f, 0.11
9, 84, O, f, 0.11
9, 85, O, f, 0.11
9, 86, O, f, 0.11
9, 87, O, f, 0.11
9, 88, O, f, 0.11
9, 89, O, f, 0.384
9, 90, O, f, 0.386
9, 91, O, f, 0.385
9, 92, O, f, 0.384
9, 93, O, f, 0.11
9, 94, O, f, 0.385
9, 95, O, f, 0.11
9, 96, O, f, 0.382
9, 97, O, f, 0.383
9, 98, O, f, 0.384
9, 99, O, f, 0.11
9, 100, O, f, 0.11
9, 101, O, f, 0.39
9, 102, O, f, 0.386
9, 103, O, f, 0.11
9, 104, O, f, 0.11
9, 105, O, f, 0.11
9, 106, O, f, 0.11
9, 107, Q, f, 0.11
9, 108, O, f, 0.11
9, 109, O, f, 0.386
9, 110, O, f, 0.11
9, 111, O, f, 0.388
9, 112, O, f, 0.11
9, 113, Q, f, 0.11
9, 114, O, f, 0.382
9, 115, O, f, 0.387
9, 116, O, f, 0.11
9, 117, O, f, 0.387
9, 118, O, f, 0.384
9, 119, O, f, 0.385
9, 120, Q, f, 0.11
9, 121, O, f, 0.11
9, 122, O, f, 0.385
9, 123, Q, NIL, NIL
9, 124, O, f, 0.384
9, 125, O, f, 0.11
9, 126, Q, NIL, NIL
9, 127, O, f, 0.384
9, 128, O, f, 0.11
9, 129, O, f, 0.385
9, 130, O, f, 0.11
9, 131, O, f, 0.11
9, 132, O, f, 0.11
9, 133, O, f, 0.384
9, 134, Q, f, 0.11
9, 135, O, f, 0.387
9, 136, O, f, 0.387
9, 137, O, f, 0.385
9, 138, O, f, 0.387
9, 139, O, f, 0.11
9, 140, O, f, 0.386
9, 141, O, f, 0.384
9, 142, O, f, 0.11
9, 143, O, f, 0.385
9, 144, O, f, 0.384
9, 145, O, f, 0.11
9, 146, O, f, 0.11
9, 147, O, f, 0.384
9, 148, O, f, 0.387
9, 149, O, f, 0.11
9, 150, O, f, 0.386
9, 151, O, f, 0.383
9, 152, O, f, 0.11
9, 153, O, f, 0.11
9, 154, Q, f, 0.11
9, 155, O, f, 0.384
9, 156, O, f, 0.11
9, 157, O, f, 0.11
9, 158, O, f, 0.389
9, 159, O, f, 0.11
9, 160, Q, NIL, NIL
9, 161, O, f, 0.382
9, 162, O, f, 0.11
9, 163, O, f, 0.11
9, 164, O, f, 0.11
9, 165, O, f, 0.11
9, 166, O, f, 0.11
9, 167, O, f, 0.11
9, 168, O, f, 0.11
9, 169, O, f, 0.11
9, 170, O, f, 0.386
9, 171, O, f, 0.383
9, 172, O, f, 0.384
9, 173, O, f, 0.384
9, 174, O, f, 0.385
9, 175, Q, NIL, NIL
