participant, trial, stimulus, response, rt
23, 1, Q, NIL, NIL
23, 2, O, f, 0.534
23, 3, Q, NIL, NIL
23, 4, O, f, 0.385
23, 5, O, f, 0.385
23, 6, O, f, 0.385
23, 7, O, f, 0.384
23, 8, O, f, 0.387
23, 9, O, f, 0.388
23, 10, O, f, 0.385
23, 11, Q, NIL, NIL
23, 12, O, f, 0.385
23, 13, O, f, 0.384
23, 14, O, f, 0.386
23, 15, O, f, 0.386
23, 16, O, f, 0.383
23, 17, O, f, 0.384
23, 18, O, f, 0.385
23, 19, O, f, 0.386
23, 20, O, f, 0.385
23, 21, O, f, 0.384
23, 22, O, f, 0.384
23, 23, Q, NIL, NIL
23, 24, O, f, 0.385
23, 25, O, f, 0.383
23, 26, O, f, 0.384
23, 27, O, f, 0.383
23, 28, O, f, 0.384
23, 29, O, f, 0.384
23, 30, O, f, 0.386
23, 31, O, f, 0.388
23, 32, Q, NIL, NIL
23, 33, O, f, 0.39
23, 34, O, f, 0.383
23, 35, O, f, 0.385
23, 36, O, f, 0.385
23, 37, O, f, 0.385
23, 38, O, f, 0.385
23, 39, O, f, 0.385
23, 40, O, f, 0.383
23, 41, O, f, 0.384
23, 42, O, f, 0.386
23, 43, O, f, 0.385
23, 44, O, f, 0.386
23, 45, O, f, 0.384
23, 46, O, f, 0.384
23, 47, O, f, 0.387
23, 48, O, f, 0.385
23, 49, O, f, 0.384
23, 50, Q, NIL, NIL
23, 51, O, f, 0.386
23, 52, O, f, 0.385
23, 53, O, f, 0.383
23, 54, O, f, 0.384
23, 55, O, f, 0.387
23, 56, O, f, 0.382
23, 57, Q, NIL, NIL
23, 58, O, f, 0.384
23, 59, O, f, 0.385
23, 60, O, f, 0.384
23, 61, O, f, 0.387
23, 62, O, f, 0.383
23, 63, Q, NIL, NIL
23, 64, O, f, 0.385
23, 65, O, f, 0.384
23, 66, O, f, 0.384
23, 67, O, f, 0.383
23, 68, O, f, 0.386
23, 69, O, f, 0.386
23, 70, O, f, 0.385
23, 71, O, f, 0.384
23, 72, O, f, 0.385
23, 73, O, f, 0.388
23, 74, O, f, 0.386
23, 75, O, f, 0.389
23, 76, O, f, 0.385
23, 77, O, f, 0.39
23, 78, O, f, 0.393
23, 79, O, f, 0.386
23, 80, O, f, 0.387
23, 81, O, f, 0.384
23, 82, O, f, 0.384
23, 83, Q, NIL, NIL
23, 84, O, f, 0.386
23, 85, O, f, 0.383
23, 86, O, f, 0.384
23, 87, O, f, 0.385
23, 88, O, f, 0.383
23, 89, O, f, 0.384
23, 90, O, f, 0.385
23, 91, Q, NIL, NIL
23, 92, O, f, 0.383
23, 93, O, f, 0.388
23, 94, O, f, 0.386
23, 95, O, f, 0.387
23, 96, O, f, 0.385
23, 97, O, f, 0.384
23, 98, Q, NIL, NIL
23, 99, O, f, 0.386
23, 100, O, f, 0.385
23, 101, O, f, 0.385
23, 102, O, f, 0.386
23, 103, O, f, 0.388
23, 104, O, f, 0.386
23, 105, O, f, 0.387
23, 106, O, f, 0.383
23, 107, O, f, 0.384
23, 108, O, f, 0.384
23, 109, Q, NIL, NIL
23, 110, O, f, 0.382
23, 111, O, f, 0.387
23, 112, O, f, 0.386
23, 113, O, f, 0.386
