participant, trial, stimulus, response, rt
15, 1, O, f, 0.505
15, 2, O, f, 0.386
15, 3, O, f, 0.383
15, 4, O, f, 0.385
15, 5, O, f, 0.389
15, 6, Q, NIL, NIL
15, 7, O, f, 0.385
15, 8, O, f, 0.386
15, 9, O, f, 0.388
15, 10, O, f, 0.385
15, 11, O, f, 0.386
15, 12, O, f, 0.384
15, 13, O, f, 0.384
15, 14, O, f, 0.385
15, 15, O, f, 0.386
15, 16, O, f, 0.385
15, 17, O, f, 0.385
15, 18, O, f, 0.391
15, 19, O, f, 0.386
15, 20, O, f, 0.383
15, 21, O, f, 0.384
15, 22, O, f, 0.385
15, 23, O, f, 0.384
15, 24, O, f, 0.385
15, 25, O, f, 0.388
15, 26, O, f, 0.387
15, 27, O, f, 0.387
15, 28, O, f, 0.384
15, 29, O, f, 0.384
15, 30, O, f, 0.383
15, 31, Q, NIL, NIL
15, 32, Q, NIL, NIL
15, 33, O, f, 0.384
15, 34, O, f, 0.387
15, 35, Q, NIL, NIL
15, 36, O, f, 0.384
15, 37, O, f, 0.385
15, 38, O, f, 0.39
15, 39, O, f, 0.385
15, 40, O, f, 0.384
15, 41, O, f, 0.383
15, 42, O, f, 0.385
15, 43, Q, NIL, NIL
15, 44, O, f, 0.386
15, 45, O, f, 0.385
15, 46, O, f, 0.384
15, 47, O, f, 0.388
15, 48, O, f, 0.388
15, 49, O, f, 0.384
15, 50, O, f, 0.386
15, 51, O, f, 0.383
15, 52, O, f, 0.384
15, 53, O, f, 0.385
15, 54, O, f, 0.386
15, 55, O, f, 0.384
15, 56, O, f, 0.386
15, 57, O, f, 0.385
15, 58, O, f, 0.386
15, 59, O, f, 0.385
15, 60, Q, NIL, NIL
15, 61, O, f, 0.384
15, 62, O, f, 0.384
15, 63, O, f, 0.385
15, 64, O, f, 0.386
15, 65, O, f, 0.384
15, 66, Q, NIL, NIL
15, 67, O, f, 0.386
15, 68, O, f, 0.386
15, 69, O, f, 0.384
15, 70, O, f, 0.386
15, 71, O, f, 0.382
15, 72, O, f, 0.388
15, 73, O, f, 0.387
15, 74, Q, NIL, NIL
15, 75, O, f, 0.386
15, 76, O, f, 0.389
15, 77, O, f, 0.39
15, 78, O, f, 0.385
15, 79, O, f, 0.385
15, 80, O, f, 0.383
15, 81, O, f, 0.384
15, 82, O, f, 0.385
15, 83, O, f, 0.384
15, 84, O, f, 0.385
15, 85, O, f, 0.385
15, 86, O, f, 0.386
15, 87, O, f, 0.386
15, 88, O, f, 0.387
15, 89, O, f, 0.382
15, 90, O, f, 0.384
15, 91, O, f, 0.384
15, 92, Q, NIL, NIL
15, 93, O, f, 0.384
15, 94, O, f, 0.383
15, 95, O, f, 0.384
15, 96, O, f, 0.385
15, 97, O, f, 0.386
15, 98, O, f, 0.386
15, 99, O, f, 0.384
15, 100, O, f, 0.386
15, 101, O, f, 0.383
15, 102, O, f, 0.384
15, 103, O, f, 0.385
15, 104, O, f, 0.383
15, 105, O, f, 0.387
15, 106, O, f, 0.387
15, 107, O, f, 0.383
