participant, trial, stimulus, response, rt
8, 1, O, f, 0.505
8, 2, O, f, 0.387
8, 3, O, f, 0.384
8, 4, O, f, 0.394
8, 5, Q, NIL, NIL
8, 6, O, f, 0.386
8, 7, O, f, 0.385
8, 8, O, f, 0.385
8, 9, Q, NIL, NIL
8, 10, O, f, 0.382
8, 11, O, f, 0.384
8, 12, O, f, 0.385
8, 13, O, f, 0.386
8, 14, Q, NIL, NIL
8, 15, O, f, 0.388
8, 16, O, f, 0.385
8, 17, O, f, 0.382
8, 18, O, f, 0.382
8, 19, O, f, 0.388
8, 20, O, f, 0.386
8, 21, Q, NIL, NIL
8, 22, O, f, 0.385
8, 23, O, f, 0.385
8, 24, O, f, 0.385
8, 25, O, f, 0.385
8, 26, O, f, 0.385
8, 27, O, f, 0.385
8, 28, O, f, 0.385
8, 29, O, f, 0.387
8, 30, O, f, 0.389
8, 31, O, f, 0.388
8, 32, Q, NIL, NIL
8, 33, O, f, 0.383
8, 34, O, f, 0.383
8, 35, O, f, 0.387
8, 36, O, f, 0.385
8, 37, O, f, 0.384
8, 38, O, f, 0.39
8, 39, O, f, 0.387
8, 40, O, f, 0.383
8, 41, O, f, 0.384
8, 42, O, f, 0.384
8, 43, O, f, 0.386
8, 44, O, f, 0.385
8, 45, O, f, 0.385
8, 46, O, f, 0.386
8, 47, O, f, 0.385
8, 48, O, f, 0.384
8, 49, O, f, 0.385
8, 50, O, f, 0.384
8, 51, O, f, 0.387
8, 52, O, f, 0.385
8, 53, Q, NIL, NIL
8, 54, Q, NIL, NIL
8, 55, O, f, 0.382
8, 56, O, f, 0.387
8, 57, O, f, 0.386
8, 58, O, f, 0.385
8, 59, O, f, 0.389
8, 60, Q, NIL, NIL
8, 61, O, f, 0.387
8, 62, Q, NIL, NIL
8, 63, O, f, 0.383
8, 64, O, f, 0.384
8, 65, O, f, 0.388
8, 66, O, f, 0.385
8, 67, O, f, 0.384
8, 68, O, f, 0.385
8, 69, Q, NIL, NIL
8, 70, O, f, 0.385
8, 71, O, f, 0.383
8, 72, O, f, 0.386
8, 73, O, f, 0.384
8, 74, Q, NIL, NIL
8, 75, O, f, 0.385
8, 76, O, f, 0.384
8, 77, O, f, 0.386
8, 78, O, f, 0.385
8, 79, O, f, 0.385
8, 80, O, f, 0.385
8, 81, O, f, 0.386
8, 82, O, f, 0.384
8, 83, O, f, 0.384
8, 84, O, f, 0.383
8, 85, O, f, 0.386
8, 86, O, f, 0.383
8, 87, O, f, 0.383
8, 88, O, f, 0.386
8, 89, O, f, 0.385
8, 90, O, f, 0.383
8, 91, O, f, 0.384
8, 92, O, f, 0.391
8, 93, O, f, 0.386
8, 94, O, f, 0.388
8, 95, O, f, 0.381
8, 96, O, f, 0.386
8, 97, Q, NIL, NIL
8, 98, O, f, 0.385
8, 99, O, f, 0.387
8, 100, O, f, 0.386
8, 101, O, f, 0.39
8, 102, O, f, 0.383
8, 103, O, f, 0.389
8, 104, O, f, 0.384
8, 105, O, f, 0.392
8, 106, O, f, 0.384
8, 107, Q, NIL, NIL
8, 108, O, f, 0.386
8, 109, Q, NIL, NIL
8, 110, O, f, 0.385
8, 111, O, f, 0.384
8, 112, O, f, 0.385
8, 113, O, f, 0.387
8, 114, O, f, 0.384
8, 115, O, f, 0.384
8, 116, O, f, 0.391
8, 117, Q, NIL, NIL
8, 118, O, f, 0.391
8, 119, O, f, 0.385
8, 120, O, f, 0.385
8, 121, O, f, 0.385
8, 122, O, f, 0.385
8, 123, O, f, 0.387
8, 124, Q, NIL, NIL
8, 125, Q, NIL, NIL
8, 126, O, f, 0.387
8, 127, O, f, 0.385
8, 128, O, f, 0.39
8, 129, O, f, 0.386
8, 130, O, f, 0.385
8, 131, O, f, 0.384
8, 132, O, f, 0.386
8, 133, O, f, 0.384
8, 134, O, f, 0.383
8, 135, O, f, 0.383
8, 136, O, f, 0.385
8, 137, O, f, 0.387
8, 138, O, f, 0.383
8, 139, O, f, 0.388
8, 140, O, f, 0.384
8, 141, O, f, 0.383
8, 142, O, f, 0.386
8, 143, O, f, 0.385
8, 144, O, f, 0.383
8, 145, O, f, 0.385
8, 146, O, f, 0.384
8, 147, O, f, 0.387
8, 148, O, f, 0.387
8, 149, O, f, 0.383
8, 150, O, f, 0.384
8, 151, O, f, 0.383
8, 152, O, f, 0.384
8, 153, O, f, 0.385
8, 154, O, f, 0.388
8, 155, O, f, 0.385
8, 156, O, f, 0.384
8, 157, O, f, 0.383
8, 158, O, f, 0.385
8, 159, O, f, 0.385
8, 160, O, f, 0.383
8, 161, O, f, 0.387
8, 162, O, f, 0.385
8, 163, O, f, 0.385
8, 164, O, f, 0.384
8, 165, Q, NIL, NIL
8, 166, O, f, 0.384
8, 167, O, f, 0.383
8, 168, O, f, 0.385
8, 169, O, f, 0.391
8, 170, O, f, 0.385
8, 171, O, f, 0.385
8, 172, O, f, 0.383
8, 173, O, f, 0.385
8, 174, O, f, 0.385
8, 175, O, f, 0.383
8, 176, O, f, 0.387
8, 177, O, f, 0.387
8, 178, O, f, 0.384
8, 179, O, f, 0.386
8, 180, O, f, 0.386
8, 181, O, f, 0.384
8, 182, O, f, 0.385
8, 183, O, f, 0.384
8, 184, O, f, 0.383
8, 185, Q, NIL, NIL
8, 186, O, f, 0.385
8, 187, O, f, 0.385
8, 188, O, f, 0.385
8, 189, O, f, 0.393
8, 190, O, f, 0.383
