participant, trial, stimulus, response, rt
2, 1, O, f, 0.504
2, 2, O, f, 0.386
2, 3, O, f, 0.386
2, 4, O, f, 0.387
2, 5, O, f, 0.383
2, 6, O, f, 0.384
2, 7, Q, NIL, NIL
2, 8, O, f, 0.385
2, 9, O, f, 0.383
2, 10, O, f, 0.385
2, 11, Q, NIL, NIL
2, 12, O, f, 0.384
2, 13, O, f, 0.384
2, 14, Q, NIL, NIL
2, 15, O, f, 0.385
2, 16, Q, NIL, NIL
2, 17, O, f, 0.386
2, 18, O, f, 0.387
2, 19, O, f, 0.387
2, 20, O, f, 0.385
2, 21, O, f, 0.385
2, 22, O, f, 0.389
2, 23, Q, NIL, NIL
2, 24, O, f, 0.383
2, 25, O, f, 0.382
2, 26, O, f, 0.386
2, 27, O, f, 0.384
2, 28, O, f, 0.384
2, 29, O, f, 0.387
2, 30, O, f, 0.388
2, 31, O, f, 0.391
2, 32, O, f, 0.385
2, 33, O, f, 0.384
2, 34, O, f, 0.385
2, 35, Q, NIL, NIL
2, 36, O, f, 0.385
2, 37, O, f, 0.385
2, 38, O, f, 0.385
2, 39, O, f, 0.384
2, 40, O, f, 0.385
2, 41, O, f, 0.384
2, 42, O, f, 0.388
2, 43, O, f, 0.387
2, 44, O, f, 0.384
2, 45, O, f, 0.385
2, 46, O, f, 0.385
2, 47, O, f, 0.384
2, 48, O, f, 0.385
2, 49, O, f, 0.387
2, 50, O, f, 0.381
2, 51, O, f, 0.389
2, 52, O, f, 0.386
2, 53, O, f, 0.384
2, 54, O, f, 0.386
2, 55, O, f, 0.388
2, 56, O, f, 0.384
2, 57, O, f, 0.388
2, 58, O, f, 0.386
2, 59, O, f, 0.385
2, 60, O, f, 0.388
2, 61, O, f, 0.384
2, 62, O, f, 0.386
2, 63, O, f, 0.385
2, 64, Q, NIL, NIL
2, 65, O, f, 0.386
2, 66, Q, NIL, NIL
2, 67, O, f, 0.387
2, 68, O, f, 0.385
2, 69, O, f, 0.385
2, 70, O, f, 0.383
2, 71, O, f, 0.385
2, 72, O, f, 0.388
2, 73, O, f, 0.386
2, 74, O, f, 0.384
2, 75, Q, NIL, NIL
2, 76, Q, NIL, NIL
2, 77, O, f, 0.385
2, 78, O, f, 0.385
2, 79, O, f, 0.386
2, 80, O, f, 0.385
2, 81, O, f, 0.386
2, 82, O, f, 0.385
2, 83, O, f, 0.384
2, 84, O, f, 0.386
2, 85, O, f, 0.384
2, 86, O, f, 0.386
2, 87, O, f, 0.385
2, 88, O, f, 0.384
2, 89, O, f, 0.384
2, 90, O, f, 0.385
2, 91, O, f, 0.387
2, 92, O, f, 0.385
2, 93, O, f, 0.385
2, 94, O, f, 0.387
2, 95, O, f, 0.383
2, 96, O, f, 0.39
2, 97, O, f, 0.384
2, 98, O, f, 0.387
2, 99, O, f, 0.385
2, 100, O, f, 0.386
2, 101, O, f, 0.383
2, 102, O, f, 0.39
2, 103, O, f, 0.39
2, 104, O, f, 0.385
2, 105, Q, NIL, NIL
2, 106, Q, NIL, NIL
2, 107, O, f, 0.385
2, 108, Q, NIL, NIL
2, 109, O, f, 0.385
2, 110, O, f, 0.385
2, 111, O, f, 0.384
2, 112, O, f, 0.383
2, 113, O, f, 0.388
2, 114, O, f, 0.386
2, 115, O, f, 0.385
2, 116, O, f, 0.385
2, 117, O, f, 0.385
2, 118, O, f, 0.386
2, 119, O, f, 0.387
2, 120, O, f, 0.382
2, 121, O, f, 0.388
2, 122, O, f, 0.39
2, 123, O, f, 0.385
2, 124, O, f, 0.383
2, 125, O, f, 0.383
2, 126, O, f, 0.383
2, 127, O, f, 0.384
2, 128, O, f, 0.384
2, 129, O, f, 0.383
2, 130, O, f, 0.388
2, 131, O, f, 0.384
2, 132, O, f, 0.385
2, 133, O, f, 0.384
2, 134, Q, NIL, NIL
2, 135, O, f, 0.384
2, 136, O, f, 0.384
2, 137, Q, NIL, NIL
2, 138, O, f, 0.385
2, 139, O, f, 0.386
2, 140, O, f, 0.387
2, 141, O, f, 0.384
2, 142, O, f, 0.388
2, 143, O, f, 0.384
2, 144, O, f, 0.385
2, 145, O, f, 0.389
2, 146, O, f, 0.386
2, 147, O, f, 0.383
2, 148, O, f, 0.384
2, 149, O, f, 0.394
2, 150, Q, NIL, NIL
2, 151, O, f, 0.386
2, 152, Q, NIL, NIL
2, 153, O, f, 0.385
2, 154, O, f, 0.387
2, 155, O, f, 0.387
2, 156, O, f, 0.388
2, 157, O, f, 0.384
2, 158, O, f, 0.385
2, 159, O, f, 0.384
2, 160, O, f, 0.384
2, 161, Q, NIL, NIL
2, 162, O, f, 0.39
2, 163, O, f, 0.383
2, 164, O, f, 0.385
2, 165, O, f, 0.383
2, 166, O, f, 0.389
2, 167, O, f, 0.384
2, 168, O, f, 0.384
2, 169, O, f, 0.384
2, 170, O, f, 0.384
2, 171, O, f, 0.383
2, 172, O, f, 0.385
2, 173, O, f, 0.386
2, 174, O, f, 0.384
2, 175, O, f, 0.387
2, 176, O, f, 0.383
2, 177, O, f, 0.385
2, 178, O, f, 0.385
2, 179, Q, NIL, NIL
2, 180, O, f, 0.39
2, 181, O, f, 0.386
2, 182, O, f, 0.386
2, 183, O, f, 0.383
2, 184, O, f, 0.386
2, 185, O, f, 0.385
2, 186, O, f, 0.389
2, 187, O, f, 0.384
2, 188, O, f, 0.384
2, 189, O, f, 0.386
2, 190, O, f, 0.384
2, 191, O, f, 0.385
2, 192, O, f, 0.392
2, 193, O, f, 0.387
2, 194, O, f, 0.384
2, 195, O, f, 0.385
2, 196, O, f, 0.384
2, 197, O, f, 0.39
2, 198, O, f, 0.385
2, 199, Q, NIL, NIL
2, 200, O, f, 0.385
