participant, trial, stimulus, response, rt
24, 1, O, f, 0.505
24, 2, Q, NIL, NIL
24, 3, O, f, 0.388
24, 4, O, f, 0.387
24, 5, O, f, 0.385
24, 6, O, f, 0.383
24, 7, O, f, 0.385
24, 8, O, f, 0.388
24, 9, O, f, 0.383
24, 10, O, f, 0.384
24, 11, O, f, 0.382
24, 12, O, f, 0.384
24, 13, O, f, 0.389
24, 14, O, f, 0.387
24, 15, O, f, 0.384
24, 16, O, f, 0.385
24, 17, O, f, 0.387
24, 18, O, f, 0.386
24, 19, O, f, 0.386
24, 20, O, f, 0.389
24, 21, O, f, 0.385
24, 22, O, f, 0.387
24, 23, O, f, 0.384
24, 24, O, f, 0.386
24, 25, O, f, 0.384
24, 26, O, f, 0.383
24, 27, O, f, 0.386
24, 28, Q, NIL, NIL
24, 29, Q, NIL, NIL
24, 30, O, f, 0.391
24, 31, O, f, 0.385
24, 32, O, f, 0.385
24, 33, O, f, 0.387
24, 34, O, f, 0.385
24, 35, O, f, 0.387
24, 36, O, f, 0.384
24, 37, O, f, 0.387
24, 38, O, f, 0.39
24, 39, Q, NIL, NIL
24, 40, O, f, 0.384
24, 41, O, f, 0.385
24, 42, O, f, 0.386
24, 43, O, f, 0.383
24, 44, O, f, 0.385
24, 45, O, f, 0.387
24, 46, Q, NIL, NIL
24, 47, O, f, 0.387
24, 48, O, f, 0.385
24, 49, O, f, 0.385
24, 50, Q, NIL, NIL
24, 51, O, f, 0.387
24, 52, O, f, 0.385
24, 53, O, f, 0.385
24, 54, O, f, 0.384
24, 55, O, f, 0.387
24, 56, O, f, 0.383
24, 57, O, f, 0.385
24, 58, O, f, 0.385
24, 59, O, f, 0.384
24, 60, O, f, 0.391
24, 61, O, f, 0.385
24, 62, O, f, 0.386
24, 63, O, f, 0.383
24, 64, O, f, 0.388
24, 65, O, f, 0.385
24, 66, O, f, 0.386
24, 67, O, f, 0.384
24, 68, O, f, 0.386
24, 69, O, f, 0.385
24, 70, O, f, 0.385
24, 71, O, f, 0.383
24, 72, O, f, 0.385
24, 73, O, f, 0.389
24, 74, O, f, 0.387
24, 75, O, f, 0.384
24, 76, O, f, 0.385
24, 77, O, f, 0.386
24, 78, O, f, 0.382
24, 79, O, f, 0.384
24, 80, Q, NIL, NIL
24, 81, O, f, 0.384
24, 82, O, f, 0.386
24, 83, O, f, 0.383
24, 84, O, f, 0.383
24, 85, O, f, 0.386
24, 86, O, f, 0.385
24, 87, O, f, 0.387
24, 88, O, f, 0.384
24, 89, Q, NIL, NIL
24, 90, O, f, 0.384
24, 91, O, f, 0.384
24, 92, O, f, 0.384
24, 93, O, f, 0.385
