"Subject","Block","Trial","Load","accMW","MW"
126,2,63,0,1,2
126,2,66,1,1,3
126,2,67,1,1,2
126,3,71,1,1,2
126,3,73,1,1,2
126,3,75,1,1,2
126,3,77,0,1,1
126,3,80,0,1,1
126,3,82,0,1,1
126,3,85,1,1,2
126,3,87,1,1,2
126,3,89,0,1,2
126,3,92,1,1,1
126,3,94,0,1,1
126,3,97,0,1,2
126,3,99,1,1,1
126,3,100,0,1,1
126,3,102,1,0,1
127,1,2,0,1,1
127,1,4,1,1,3
127,1,5,1,1,3
127,1,7,1,1,4
127,1,10,0,1,4
127,1,11,1,1,3
127,1,13,0,1,1
127,1,15,0,1,3
127,1,19,1,1,4
127,1,21,0,1,3
127,1,23,0,1,2
127,1,26,0,1,3
127,1,29,0,1,2
127,1,31,1,0,2
127,1,34,0,1,3
127,2,38,1,1,2
127,2,40,0,1,1
127,2,42,0,1,1
127,2,44,0,1,2
127,2,46,0,1,2
127,2,48,1,1,4
127,2,50,1,1,3
127,2,53,1,0,3
127,2,54,0,1,1
127,2,55,1,1,4
127,2,57,1,1,2
127,2,59,0,1,4
127,2,60,1,1,1
127,2,62,1,1,4
127,2,63,0,1,3
127,2,66,1,1,3
127,2,67,1,0,6
127,3,71,1,1,3
127,3,73,1,1,4
127,3,75,1,1,3
127,3,77,0,1,3
127,3,80,0,1,3
127,3,82,0,1,3
127,3,85,1,1,3
127,3,87,1,0,3
127,3,89,0,1,2
127,3,92,1,1,4
127,3,94,0,1,3
127,3,97,0,1,3
127,3,99,1,1,3
127,3,100,0,1,2
127,3,102,1,1,4
128,1,2,0,1,1
128,1,4,1,1,1
128,1,5,1,1,1
128,1,7,1,1,1
128,1,10,0,1,1
128,1,11,1,1,1
128,1,13,0,1,1
128,1,15,0,1,1
128,1,19,1,1,2
128,1,21,0,1,1
128,1,23,0,1,1
128,1,26,0,1,1
128,1,29,0,1,2
128,1,31,1,1,2
128,1,34,0,1,1
128,2,38,1,1,1
128,2,40,0,1,2
128,2,42,0,1,1
128,2,44,0,1,1
128,2,46,0,1,1
128,2,48,1,1,2
128,2,50,1,1,2
128,2,53,1,1,1
128,2,54,0,1,1
128,2,55,1,1,1
128,2,57,1,1,1
128,2,59,0,1,1
128,2,60,1,1,1
128,2,62,1,1,1
128,2,63,0,1,2
128,2,66,1,0,3
128,2,67,1,1,2
128,3,71,1,1,2
128,3,73,1,1,2
128,3,75,1,1,2
128,3,77,0,1,1
128,3,80,0,1,2
128,3,82,0,1,2
128,3,85,1,1,3
128,3,87,1,1,3
128,3,89,0,1,3
128,3,92,1,0,1
128,3,94,0,0,3
128,3,97,0,1,1
128,3,99,1,1,3
128,3,100,0,1,3
128,3,102,1,1,3
129,1,2,0,1,1
129,1,4,1,1,1
129,1,5,1,1,1
129,1,7,1,1,2
129,1,10,0,1,1
129,1,11,1,1,1
129,1,13,0,0,3
129,1,15,0,1,1
129,1,19,1,1,1
129,1,21,0,1,1
129,1,23,0,1,1
129,1,26,0,1,4
129,1,29,0,0,5
129,1,31,1,0,2
129,1,34,0,1,1
129,2,38,1,1,2
129,2,40,0,1,2
129,2,42,0,1,3
129,2,44,0,1,1
129,2,46,0,0,1
129,2,48,1,0,1
129,2,50,1,1,1
129,2,53,1,1,1
129,2,54,0,1,1
129,2,55,1,1,1
129,2,57,1,1,1
129,2,59,0,1,1
129,2,60,1,0,1
129,2,62,1,1,1
129,2,63,0,1,1
129,2,66,1,1,3
129,2,67,1,1,2
129,3,71,1,1,1
129,3,73,1,0,1
129,3,75,1,1,1
129,3,77,0,1,1
129,3,80,0,1,2
129,3,82,0,1,3
129,3,85,1,1,3
129,3,87,1,1,2
129,3,89,0,1,2
129,3,92,1,0,3
129,3,94,0,1,3
129,3,97,0,1,3
129,3,99,1,1,4
129,3,100,0,1,3
129,3,102,1,1,3
130,1,2,0,1,3
130,1,4,1,1,1
130,1,5,1,1,2
130,1,7,1,1,1
130,1,10,0,1,3
130,1,11,1,1,1
130,1,13,0,1,1
130,1,15,0,1,1
130,1,19,1,1,3
130,1,21,0,1,1
130,1,23,0,1,1
130,1,26,0,1,2
130,1,29,0,1,1
130,1,31,1,1,1
130,1,34,0,1,2
130,2,38,1,1,1
130,2,40,0,1,1
130,2,42,0,1,1
130,2,44,0,1,2
130,2,46,0,0,1
130,2,48,1,1,2
130,2,50,1,1,2
130,2,53,1,1,1
130,2,54,0,1,2
130,2,55,1,0,1
130,2,57,1,1,1
130,2,59,0,1,3
130,2,60,1,1,1
130,2,62,1,1,1
130,2,63,0,1,1
130,2,66,1,1,3
130,2,67,1,1,1
130,3,71,1,1,2
130,3,73,1,1,2
130,3,75,1,1,1
130,3,77,0,1,2
130,3,80,0,1,4
130,3,82,0,1,1
130,3,85,1,1,2
130,3,87,1,1,1
130,3,89,0,1,1
130,3,92,1,1,2
130,3,94,0,0,1
130,3,97,0,1,1
130,3,99,1,1,1
130,3,100,0,1,1
130,3,102,1,1,2
131,1,2,0,1,1
131,1,4,1,1,1
131,1,5,1,1,1
131,1,7,1,1,1
131,1,10,0,1,1
131,1,11,1,0,3
131,1,13,0,1,1
131,1,15,0,1,1
131,1,19,1,1,1
131,1,21,0,1,1
131,1,23,0,1,1
131,1,26,0,1,1
131,1,29,0,1,1
131,1,31,1,1,1
131,1,34,0,0,1
131,2,38,1,1,1
131,2,40,0,1,1
131,2,42,0,1,1
131,2,44,0,1,1
131,2,46,0,1,1
131,2,48,1,1,1
131,2,50,1,1,1
131,2,53,1,1,2
131,2,54,0,1,1
131,2,55,1,1,1
131,2,57,1,1,1
131,2,59,0,1,1
131,2,60,1,1,2
131,2,62,1,1,1
131,2,63,0,1,1
131,2,66,1,1,1
131,2,67,1,1,1
131,3,71,1,1,3
131,3,73,1,0,1
131,3,75,1,1,1
131,3,77,0,1,1
131,3,80,0,1,1
131,3,82,0,1,1
131,3,85,1,1,1
131,3,87,1,1,1
131,3,89,0,1,2
131,3,92,1,0,3
131,3,94,0,1,1
131,3,97,0,1,3
131,3,99,1,1,2
131,3,100,0,1,1
131,3,102,1,1,3
132,1,2,0,1,2
132,1,4,1,1,2
132,1,5,1,0,4
132,1,7,1,1,2
132,1,10,0,1,2
132,1,11,1,1,2
132,1,13,0,1,2
132,1,15,0,1,2
132,1,19,1,1,3
132,1,21,0,1,2
132,1,23,0,1,2
132,1,26,0,1,2
132,1,29,0,1,2
132,1,31,1,1,2
132,1,34,0,1,3
132,2,38,1,1,2
132,2,40,0,1,2
132,2,42,0,1,2
132,2,44,0,1,4
132,2,46,0,1,3
132,2,48,1,1,3
132,2,50,1,1,2
132,2,53,1,0,3
132,2,54,0,1,3
132,2,55,1,0,5
132,2,57,1,1,2
132,2,59,0,1,2
132,2,60,1,1,3
132,2,62,1,1,3
132,2,63,0,1,3
132,2,66,1,1,3
132,2,67,1,0,3
132,3,71,1,1,2
132,3,73,1,1,3
132,3,75,1,1,5
132,3,77,0,1,3
132,3,80,0,1,3
132,3,82,0,1,3
132,3,85,1,1,2
132,3,87,1,1,3
132,3,89,0,1,3
132,3,92,1,1,5
132,3,94,0,1,3
132,3,97,0,1,2
132,3,99,1,1,3
132,3,100,0,1,3
132,3,102,1,1,4
133,1,2,0,1,1
133,1,4,1,1,1
133,1,5,1,1,1
133,1,7,1,0,2
133,1,10,0,1,1
133,1,11,1,1,1
133,1,13,0,1,1
133,1,15,0,1,1
133,1,19,1,1,1
133,1,21,0,1,1
133,1,23,0,1,1
133,1,26,0,1,1
133,1,29,0,1,3
133,1,31,1,1,1
133,1,34,0,1,1
133,2,38,1,1,1
133,2,40,0,1,1
133,2,42,0,1,1
133,2,44,0,1,1
133,2,46,0,1,1
133,2,48,1,1,1
133,2,50,1,1,1
133,2,53,1,1,1
133,2,54,0,1,1
133,2,55,1,1,1
133,2,57,1,1,1
133,2,59,0,1,1
133,2,60,1,1,1
133,2,62,1,1,1
133,2,63,0,1,1
133,2,66,1,1,1
133,2,67,1,1,1
133,3,71,1,1,2
133,3,73,1,1,1
133,3,75,1,1,1
133,3,77,0,1,1
133,3,80,0,1,1
133,3,82,0,1,2
133,3,85,1,1,1
133,3,87,1,1,1
133,3,89,0,1,1
133,3,92,1,0,3
133,3,94,0,1,1
133,3,97,0,1,1
133,3,99,1,1,2
133,3,100,0,1,1
133,3,102,1,1,1
134,1,2,0,1,2
134,1,4,1,1,1
134,1,5,1,0,1
134,1,7,1,0,6
134,1,10,0,0,2
134,1,11,1,1,3
134,1,13,0,0,5
134,1,15,0,1,4
134,1,19,1,1,2
134,1,21,0,1,3
134,1,23,0,1,5
134,1,26,0,1,6
134,1,29,0,1,3
134,1,31,1,0,6
134,1,34,0,0,6
134,2,38,1,0,4
134,2,40,0,0,4
134,2,42,0,1,3
134,2,44,0,0,4
134,2,46,0,0,6
134,2,48,1,0,6
134,2,50,1,1,3
134,2,53,1,1,4
134,2,54,0,1,2
134,2,55,1,0,6
134,2,57,1,0,5
134,2,59,0,0,4
134,2,60,1,1,6
134,2,62,1,0,3
134,2,63,0,1,5
134,2,66,1,1,2
134,2,67,1,0,6
134,3,71,1,0,6
134,3,73,1,0,5
134,3,75,1,1,5
134,3,77,0,0,5
134,3,80,0,0,5
134,3,82,0,0,2
134,3,85,1,1,5
134,3,87,1,0,4
134,3,89,0,0,3
134,3,92,1,1,4
134,3,94,0,1,3
134,3,97,0,0,4
134,3,99,1,0,6
134,3,100,0,0,3
134,3,102,1,1,5
135,1,2,0,1,1
135,1,4,1,1,1
135,1,5,1,0,2
135,1,7,1,1,1
135,1,10,0,1,1
135,1,11,1,1,1
135,1,13,0,1,1
135,1,15,0,1,1
135,1,19,1,1,1
135,1,21,0,1,1
135,1,23,0,1,1
135,1,26,0,1,2
135,1,29,0,1,1
135,1,31,1,1,2
135,1,34,0,1,1
135,2,38,1,1,1
135,2,40,0,1,1
135,2,42,0,0,1
135,2,44,0,1,1
135,2,46,0,1,1
135,2,48,1,0,2
135,2,50,1,0,2
135,2,53,1,1,1
135,2,54,0,1,1
135,2,55,1,0,1
135,2,57,1,1,1
135,2,59,0,1,1
135,2,60,1,1,1
135,2,62,1,1,2
135,2,63,0,1,2
135,2,66,1,1,2
135,2,67,1,0,1
135,3,71,1,1,3
135,3,73,1,1,1
135,3,75,1,1,1
135,3,77,0,1,1
135,3,80,0,1,1
135,3,82,0,1,1
135,3,85,1,1,2
135,3,87,1,1,2
135,3,89,0,1,2
135,3,92,1,1,3
135,3,94,0,1,3
135,3,97,0,1,1
135,3,99,1,1,2
135,3,100,0,1,2
135,3,102,1,1,2
136,1,2,0,1,1
136,1,4,1,1,1
136,1,5,1,1,2
136,1,7,1,1,1
136,1,10,0,1,2
136,1,11,1,1,2
136,1,13,0,1,2
136,1,15,0,1,2
136,1,19,1,1,2
136,1,21,0,1,3
136,1,23,0,1,2
136,1,26,0,1,3
136,1,29,0,1,2
136,1,31,1,1,2
136,1,34,0,1,2
136,2,38,1,1,1
136,2,40,0,1,2
136,2,42,0,1,2
136,2,44,0,1,2
136,2,46,0,0,3
136,2,48,1,1,2
136,2,50,1,1,2
136,2,53,1,1,2
136,2,54,0,1,2
136,2,55,1,1,1
136,2,57,1,1,2
136,2,59,0,1,3
136,2,60,1,1,2
136,2,62,1,1,1
136,2,63,0,1,2
136,2,66,1,1,3
136,2,67,1,1,2
136,3,71,1,1,2
136,3,73,1,0,2
136,3,75,1,1,2
136,3,77,0,1,2
136,3,80,0,1,4
136,3,82,0,1,3
136,3,85,1,1,2
136,3,87,1,1,2
136,3,89,0,1,3
136,3,92,1,1,2
136,3,94,0,1,2
136,3,97,0,1,3
136,3,99,1,0,4
136,3,100,0,1,3
136,3,102,1,1,3
137,1,2,0,1,1
137,1,4,1,1,1
137,1,5,1,1,2
137,1,7,1,1,2
137,1,10,0,1,3
137,1,11,1,1,3
137,1,13,0,1,3
137,1,15,0,0,5
137,1,19,1,1,5
137,1,21,0,1,5
137,1,23,0,1,5
137,1,26,0,1,4
137,1,29,0,1,5
137,1,31,1,1,5
137,1,34,0,1,5
137,2,38,1,1,5
137,2,40,0,1,5
137,2,42,0,1,4
137,2,44,0,1,5
137,2,46,0,1,5
137,2,48,1,1,5
137,2,50,1,0,6
137,2,53,1,1,5
137,2,54,0,1,5
137,2,55,1,0,5
137,2,57,1,1,5
137,2,59,0,1,5
137,2,60,1,1,5
137,2,62,1,1,5
137,2,63,0,1,6
137,2,66,1,1,5
137,2,67,1,1,5
137,3,71,1,1,5
137,3,73,1,1,5
137,3,75,1,0,6
137,3,77,0,1,5
137,3,80,0,1,5
137,3,82,0,1,5
137,3,85,1,1,5
137,3,87,1,1,5
137,3,89,0,0,5
137,3,92,1,1,5
137,3,94,0,1,5
137,3,97,0,0,5
137,3,99,1,0,5
137,3,100,0,1,5
137,3,102,1,1,5
138,1,2,0,1,1
138,1,4,1,1,1
138,1,5,1,0,2
138,1,7,1,1,1
138,1,10,0,1,2
138,1,11,1,1,1
138,1,13,0,1,2
138,1,15,0,1,1
138,1,19,1,0,2
138,1,21,0,1,2
138,1,23,0,1,2
138,1,26,0,1,2
138,1,29,0,1,2
138,1,31,1,0,2
138,1,34,0,1,2
138,2,38,1,1,2
138,2,40,0,1,2
138,2,42,0,1,2
138,2,44,0,0,2
138,2,46,0,1,2
138,2,48,1,1,2
138,2,50,1,1,2
138,2,53,1,0,2
138,2,54,0,1,1
138,2,55,1,0,2
138,2,57,1,1,2
138,2,59,0,1,2
138,2,60,1,1,2
138,2,62,1,1,2
138,2,63,0,1,1
138,2,66,1,1,2
138,2,67,1,1,2
138,3,71,1,1,1
138,3,73,1,1,2
138,3,75,1,1,2
138,3,77,0,1,3
138,3,80,0,1,2
138,3,82,0,1,1
138,3,85,1,1,2
138,3,87,1,1,2
138,3,89,0,1,2
138,3,92,1,1,2
138,3,94,0,1,2
138,3,97,0,0,2
138,3,99,1,0,2
138,3,100,0,1,2
138,3,102,1,1,2
139,1,2,0,0,1
139,1,4,1,1,1
139,1,5,1,1,1
139,1,7,1,1,1
139,1,10,0,1,1
139,1,11,1,1,1
139,1,13,0,1,1
139,1,15,0,1,1
139,1,19,1,0,1
139,1,21,0,0,1
139,1,23,0,0,1
139,1,26,0,1,1
139,1,29,0,1,1
139,1,31,1,0,1
139,1,34,0,1,1
139,2,38,1,0,1
139,2,40,0,1,3
139,2,42,0,1,3
139,2,44,0,0,2
139,2,46,0,1,1
139,2,48,1,1,4
139,2,50,1,0,1
139,2,53,1,1,1
139,2,54,0,1,1
139,2,55,1,1,1
139,2,57,1,1,3
139,2,59,0,0,1
139,2,60,1,1,1
139,2,62,1,1,1
139,2,63,0,1,1
139,2,66,1,1,1
139,2,67,1,1,1
139,3,71,1,1,1
139,3,73,1,1,1
139,3,75,1,1,3
139,3,77,0,1,1
139,3,80,0,1,4
139,3,82,0,1,1
139,3,85,1,1,1
139,3,87,1,1,1
139,3,89,0,1,1
139,3,92,1,1,1
139,3,94,0,1,1
139,3,97,0,1,1
139,3,99,1,0,4
139,3,100,0,1,1
139,3,102,1,1,1
140,1,2,0,1,1
140,1,4,1,1,2
140,1,5,1,1,1
140,1,7,1,1,1
140,1,10,0,1,2
140,1,11,1,1,2
140,1,13,0,0,1
140,1,15,0,0,2
140,1,19,1,1,2
140,1,21,0,1,1
140,1,23,0,1,2
140,1,26,0,1,2
140,1,29,0,0,2
140,1,31,1,0,2
140,1,34,0,1,2
140,2,38,1,1,1
140,2,40,0,0,3
140,2,42,0,0,2
140,2,44,0,1,3
140,2,46,0,0,4
140,2,48,1,1,1
140,2,50,1,1,4
140,2,53,1,0,2
140,2,54,0,1,2
140,2,55,1,0,5
140,2,57,1,0,3
140,2,59,0,1,3
140,2,60,1,0,6
140,2,62,1,0,3
140,2,63,0,1,3
140,2,66,1,0,4
140,2,67,1,0,6
140,3,71,1,0,3
140,3,73,1,1,2
140,3,75,1,0,3
140,3,77,0,0,3
140,3,80,0,1,3
140,3,82,0,1,1
140,3,85,1,0,2
140,3,87,1,1,2
140,3,89,0,1,3
140,3,92,1,0,2
140,3,94,0,1,1
140,3,97,0,0,2
140,3,99,1,0,3
140,3,100,0,0,3
140,3,102,1,0,3
141,1,2,0,1,1
141,1,4,1,1,1
141,1,5,1,1,1
141,1,7,1,1,1
141,1,10,0,0,1
141,1,11,1,1,1
141,1,13,0,1,1
141,1,15,0,1,1
141,1,19,1,1,1
141,1,21,0,1,2
141,1,23,0,1,1
141,1,26,0,1,1
141,1,29,0,1,1
141,1,31,1,1,1
141,1,34,0,1,2
141,2,38,1,1,1
141,2,40,0,1,1
141,2,42,0,1,1
141,2,44,0,1,2
141,2,46,0,0,1
141,2,48,1,1,1
141,2,50,1,1,1
141,2,53,1,1,2
141,2,54,0,1,1
141,2,55,1,1,1
141,2,57,1,1,3
141,2,59,0,1,1
141,2,60,1,0,1
141,2,62,1,1,2
141,2,63,0,1,1
141,2,66,1,1,1
141,2,67,1,0,1
141,3,71,1,1,1
141,3,73,1,1,2
141,3,75,1,1,1
141,3,77,0,1,1
141,3,80,0,1,1
141,3,82,0,1,1
141,3,85,1,1,1
141,3,87,1,1,1
141,3,89,0,1,1
141,3,92,1,0,3
141,3,94,0,1,1
141,3,97,0,1,1
141,3,99,1,1,2
141,3,100,0,0,1
141,3,102,1,1,1
142,1,2,0,1,4
142,1,4,1,1,2
142,1,5,1,1,3
142,1,7,1,1,4
142,1,10,0,1,2
142,1,11,1,1,3
142,1,13,0,1,5
142,1,15,0,1,1
142,1,19,1,1,4
142,1,21,0,1,4
142,1,23,0,1,2
142,1,26,0,1,4
142,1,29,0,1,5
142,1,31,1,1,3
142,1,34,0,0,5
142,2,38,1,1,5
142,2,40,0,1,4
142,2,42,0,1,4
142,2,44,0,1,5
142,2,46,0,1,4
142,2,48,1,1,6
142,2,50,1,1,5
142,2,53,1,1,4
142,2,54,0,1,4
142,2,55,1,0,4
142,2,57,1,1,3
142,2,59,0,1,5
142,2,60,1,1,4
142,2,62,1,1,5
142,2,63,0,1,5
142,2,66,1,1,5
142,2,67,1,1,3
142,3,71,1,1,5
142,3,73,1,1,3
142,3,75,1,1,2
142,3,77,0,1,4
142,3,80,0,1,5
142,3,82,0,1,4
142,3,85,1,1,5
142,3,87,1,1,4
142,3,89,0,1,4
142,3,92,1,1,5
142,3,94,0,1,4
142,3,97,0,1,6
142,3,99,1,1,6
142,3,100,0,1,4
142,3,102,1,1,5
143,1,2,0,1,1
143,1,4,1,1,1
143,1,5,1,1,1
143,1,7,1,0,1
143,1,10,0,1,1
143,1,11,1,1,1
143,1,13,0,1,1
143,1,15,0,1,1
143,1,19,1,1,1
143,1,21,0,1,1
143,1,23,0,1,1
143,1,26,0,1,1
143,1,29,0,1,1
143,1,31,1,1,1
143,1,34,0,1,1
143,2,38,1,1,1
143,2,40,0,1,1
143,2,42,0,1,1
143,2,44,0,1,1
143,2,46,0,1,1
143,2,48,1,1,1
143,2,50,1,1,1
143,2,53,1,1,1
143,2,54,0,1,1
143,2,55,1,1,1
143,2,57,1,0,1
143,2,59,0,1,1
143,2,60,1,0,1
143,2,62,1,1,1
143,2,63,0,1,1
143,2,66,1,1,1
143,2,67,1,1,1
143,3,71,1,1,1
143,3,73,1,1,1
143,3,75,1,1,1
143,3,77,0,1,1
143,3,80,0,1,1
143,3,82,0,1,1
143,3,85,1,1,1
143,3,87,1,1,1
143,3,89,0,1,1
143,3,92,1,1,1
143,3,94,0,1,1
143,3,97,0,1,1
143,3,99,1,1,2
143,3,100,0,1,2
143,3,102,1,1,2
144,1,2,0,1,1
144,1,4,1,1,2
144,1,5,1,0,3
144,1,7,1,1,3
144,1,10,0,1,3
144,1,11,1,1,2
144,1,13,0,1,2
144,1,15,0,1,3
144,1,19,1,1,1
144,1,21,0,1,2
144,1,23,0,1,2
144,1,26,0,1,2
144,1,29,0,1,2
144,1,31,1,1,2
144,1,34,0,1,3
144,2,38,1,1,2
144,2,40,0,1,2
144,2,42,0,0,3
144,2,44,0,1,2
144,2,46,0,1,1
144,2,48,1,1,2
144,2,50,1,1,2
144,2,53,1,1,3
144,2,54,0,1,3
144,2,55,1,0,2
144,2,57,1,1,2
144,2,59,0,1,3
144,2,60,1,1,3
144,2,62,1,1,2
144,2,63,0,1,2
144,2,66,1,1,3
144,2,67,1,1,3
144,3,71,1,1,2
144,3,73,1,1,2
144,3,75,1,1,3
144,3,77,0,1,2
144,3,80,0,1,4
144,3,82,0,1,5
144,3,85,1,0,3
144,3,87,1,1,3
144,3,89,0,1,3
144,3,92,1,1,5
144,3,94,0,1,4
144,3,97,0,1,5
144,3,99,1,1,5
144,3,100,0,1,4
144,3,102,1,1,4
145,1,2,0,1,1
145,1,4,1,1,1
145,1,5,1,1,1
145,1,7,1,1,3
145,1,10,0,1,1
145,1,11,1,1,3
145,1,13,0,1,1
145,1,15,0,0,1
145,1,19,1,1,1
145,1,21,0,1,1
145,1,23,0,1,1
145,1,26,0,1,1
145,1,29,0,0,4
145,1,31,1,1,1
145,1,34,0,1,2
145,2,38,1,1,1
145,2,40,0,1,1
145,2,42,0,1,2
145,2,44,0,1,1
145,2,46,0,0,1
145,2,48,1,1,1
145,2,50,1,1,1
145,2,53,1,1,1
145,2,54,0,1,1
145,2,55,1,1,1
145,2,57,1,1,1
145,2,59,0,1,1
145,2,60,1,1,1
145,2,62,1,1,1
145,2,63,0,1,5
145,2,66,1,1,1
145,2,67,1,1,1
