"Subject","Block","Trial","Load","accMW","MW"
145,3,71,1,1,2
145,3,73,1,1,2
145,3,75,1,1,2
145,3,77,0,1,2
145,3,80,0,1,2
145,3,82,0,1,2
145,3,85,1,1,2
145,3,87,1,1,2
145,3,89,0,1,2
145,3,92,1,1,2
145,3,94,0,1,3
145,3,97,0,1,2
145,3,99,1,1,2
145,3,100,0,1,3
145,3,102,1,1,2
147,1,2,0,1,1
147,1,4,1,1,1
147,1,5,1,1,1
147,1,7,1,1,1
147,1,10,0,1,1
147,1,11,1,1,1
147,1,13,0,1,1
147,1,15,0,1,1
147,1,19,1,1,1
147,1,21,0,1,1
147,1,23,0,1,1
147,1,26,0,1,1
147,1,29,0,1,1
147,1,31,1,1,1
147,1,34,0,1,1
147,2,38,1,0,1
147,2,40,0,1,1
147,2,42,0,0,1
147,2,44,0,1,1
147,2,46,0,1,1
147,2,48,1,1,1
147,2,50,1,1,1
147,2,53,1,0,1
147,2,54,0,1,1
147,2,55,1,0,1
147,2,57,1,1,1
147,2,59,0,1,1
147,2,60,1,1,1
147,2,62,1,1,1
147,2,63,0,1,1
147,2,66,1,1,1
147,2,67,1,1,1
147,3,71,1,1,1
147,3,73,1,0,1
147,3,75,1,1,1
147,3,77,0,1,1
147,3,80,0,1,1
147,3,82,0,1,1
147,3,85,1,1,1
147,3,87,1,1,1
147,3,89,0,1,1
147,3,92,1,0,1
147,3,94,0,1,1
147,3,97,0,1,1
147,3,99,1,1,1
147,3,100,0,1,1
147,3,102,1,1,1
148,1,2,0,0,2
148,1,4,1,1,5
148,1,5,1,1,2
148,1,7,1,1,3
148,1,10,0,1,5
148,1,11,1,1,3
148,1,13,0,1,2
148,1,15,0,1,2
148,1,19,1,1,2
148,1,21,0,1,3
148,1,23,0,1,3
148,1,26,0,1,2
148,1,29,0,1,2
148,1,31,1,1,2
148,1,34,0,0,2
148,2,38,1,1,2
148,2,40,0,1,2
148,2,42,0,1,3
148,2,44,0,1,2
148,2,46,0,1,5
148,2,48,1,1,2
148,2,50,1,1,4
148,2,53,1,1,4
148,2,54,0,1,4
148,2,55,1,1,5
148,2,57,1,1,4
148,2,59,0,1,2
148,2,60,1,1,3
148,2,62,1,1,5
148,2,63,0,1,3
148,2,66,1,1,5
148,2,67,1,1,3
148,3,71,1,1,5
148,3,73,1,1,4
148,3,75,1,1,4
148,3,77,0,1,4
148,3,80,0,1,6
148,3,82,0,1,5
148,3,85,1,1,5
148,3,87,1,1,6
148,3,89,0,1,6
148,3,92,1,1,5
148,3,94,0,1,6
148,3,97,0,1,6
148,3,99,1,1,6
148,3,100,0,1,6
148,3,102,1,1,6
149,1,2,0,1,1
149,1,4,1,1,1
149,1,5,1,1,1
149,1,7,1,1,1
149,1,10,0,1,2
149,1,11,1,1,1
149,1,13,0,1,1
149,1,15,0,1,1
149,1,19,1,1,1
149,1,21,0,1,1
149,1,23,0,1,1
149,1,26,0,1,1
149,1,29,0,1,1
149,1,31,1,1,1
149,1,34,0,1,1
149,2,38,1,1,1
149,2,40,0,1,1
149,2,42,0,0,2
149,2,44,0,1,1
149,2,46,0,1,1
149,2,48,1,1,1
149,2,50,1,1,1
149,2,53,1,0,1
149,2,54,0,1,1
149,2,55,1,1,1
149,2,57,1,1,1
149,2,59,0,1,1
149,2,60,1,1,1
149,2,62,1,1,1
149,2,63,0,1,1
149,2,66,1,1,1
149,2,67,1,1,1
149,3,71,1,1,1
149,3,73,1,1,1
149,3,75,1,1,1
149,3,77,0,1,1
149,3,80,0,1,1
149,3,82,0,1,1
149,3,85,1,1,1
149,3,87,1,1,1
149,3,89,0,1,1
149,3,92,1,0,1
149,3,94,0,1,1
149,3,97,0,0,1
149,3,99,1,1,1
149,3,100,0,1,1
149,3,102,1,1,1
150,1,2,0,1,1
150,1,4,1,1,1
150,1,5,1,1,1
150,1,7,1,1,1
150,1,10,0,1,1
150,1,11,1,1,1
150,1,13,0,1,1
150,1,15,0,1,1
150,1,19,1,1,1
150,1,21,0,1,1
150,1,23,0,1,1
150,1,26,0,1,1
150,1,29,0,1,1
150,1,31,1,1,1
150,1,34,0,1,1
150,2,38,1,1,1
150,2,40,0,1,1
150,2,42,0,0,5
150,2,44,0,1,1
150,2,46,0,1,1
150,2,48,1,1,1
150,2,50,1,1,1
150,2,53,1,0,5
150,2,54,0,1,3
150,2,55,1,1,1
150,2,57,1,1,1
150,2,59,0,1,1
150,2,60,1,1,1
150,2,62,1,1,1
150,2,63,0,1,1
150,2,66,1,1,1
150,2,67,1,1,1
150,3,71,1,1,1
150,3,73,1,1,1
150,3,75,1,1,1
150,3,77,0,1,1
150,3,80,0,0,1
150,3,82,0,1,1
150,3,85,1,1,1
150,3,87,1,1,1
150,3,89,0,1,1
150,3,92,1,1,1
150,3,94,0,1,1
150,3,97,0,1,1
150,3,99,1,1,1
150,3,100,0,1,1
150,3,102,1,1,1
151,1,2,0,1,1
151,1,4,1,1,1
151,1,5,1,1,1
151,1,7,1,1,1
151,1,10,0,1,1
151,1,11,1,1,1
151,1,13,0,1,1
151,1,15,0,1,1
151,1,19,1,1,1
151,1,21,0,0,1
151,1,23,0,1,2
151,1,26,0,1,2
151,1,29,0,1,2
151,1,31,1,1,2
151,1,34,0,0,3
151,2,38,1,1,3
151,2,40,0,0,2
151,2,42,0,0,2
151,2,44,0,1,1
151,2,46,0,0,3
151,2,48,1,0,2
151,2,50,1,1,2
151,2,53,1,1,1
151,2,54,0,1,1
151,2,55,1,0,4
151,2,57,1,1,1
151,2,59,0,1,1
151,2,60,1,1,1
151,2,62,1,1,1
151,2,63,0,1,4
151,2,66,1,1,3
151,2,67,1,1,3
151,3,71,1,0,3
151,3,73,1,1,2
151,3,75,1,1,2
151,3,77,0,1,3
151,3,80,0,0,2
151,3,82,0,1,3
151,3,85,1,1,3
151,3,87,1,0,4
151,3,89,0,0,2
151,3,92,1,0,2
151,3,94,0,1,2
151,3,97,0,1,2
151,3,99,1,1,1
151,3,100,0,1,1
151,3,102,1,1,2
152,1,2,0,1,1
152,1,4,1,1,1
152,1,5,1,1,1
152,1,7,1,1,1
152,1,10,0,1,1
152,1,11,1,1,1
152,1,13,0,1,1
152,1,15,0,1,1
152,1,19,1,1,1
152,1,21,0,1,1
152,1,23,0,1,1
152,1,26,0,1,1
152,1,29,0,0,1
152,1,31,1,1,1
152,1,34,0,1,1
152,2,38,1,1,1
152,2,40,0,1,1
152,2,42,0,0,1
152,2,44,0,1,1
152,2,46,0,1,1
152,2,48,1,1,1
152,2,50,1,0,1
152,2,53,1,0,1
152,2,54,0,1,1
152,2,55,1,0,1
152,2,57,1,1,1
152,2,59,0,1,1
152,2,60,1,0,1
152,2,62,1,1,1
152,2,63,0,1,1
152,2,66,1,1,1
152,2,67,1,0,1
152,3,71,1,1,1
152,3,73,1,1,1
152,3,75,1,1,1
152,3,77,0,1,1
152,3,80,0,1,3
152,3,82,0,1,2
152,3,85,1,0,3
152,3,87,1,1,2
152,3,89,0,1,2
152,3,92,1,1,2
152,3,94,0,1,1
152,3,97,0,1,2
152,3,99,1,1,3
152,3,100,0,1,1
152,3,102,1,1,3
153,1,2,0,1,1
153,1,4,1,1,1
153,1,5,1,1,1
153,1,7,1,1,1
153,1,10,0,1,1
153,1,11,1,1,1
153,1,13,0,1,1
153,1,15,0,1,1
153,1,19,1,1,1
153,1,21,0,1,1
153,1,23,0,1,1
153,1,26,0,1,1
153,1,29,0,1,1
153,1,31,1,1,1
153,1,34,0,1,1
153,2,38,1,1,1
153,2,40,0,1,1
153,2,42,0,1,1
153,2,44,0,1,1
153,2,46,0,1,1
153,2,48,1,1,1
153,2,50,1,1,1
153,2,53,1,1,1
153,2,54,0,1,1
153,2,55,1,1,1
153,2,57,1,1,1
153,2,59,0,1,1
153,2,60,1,1,1
153,2,62,1,1,1
153,2,63,0,1,1
153,2,66,1,1,1
153,2,67,1,1,1
153,3,71,1,1,1
153,3,73,1,1,1
153,3,75,1,1,1
153,3,77,0,1,1
153,3,80,0,1,1
153,3,82,0,1,1
153,3,85,1,1,1
153,3,87,1,1,1
153,3,89,0,0,1
153,3,92,1,0,2
153,3,94,0,1,1
153,3,97,0,1,1
153,3,99,1,1,1
153,3,100,0,1,1
153,3,102,1,1,1
154,1,2,0,1,2
154,1,4,1,1,2
154,1,5,1,1,2
154,1,7,1,1,3
154,1,10,0,1,2
154,1,11,1,1,2
154,1,13,0,1,4
154,1,15,0,1,2
154,1,19,1,1,2
154,1,21,0,1,5
154,1,23,0,1,2
154,1,26,0,1,2
154,1,29,0,1,2
154,1,31,1,1,2
154,1,34,0,1,2
154,2,38,1,0,4
154,2,40,0,1,2
154,2,42,0,1,2
154,2,44,0,1,2
154,2,46,0,1,2
154,2,48,1,1,4
154,2,50,1,1,4
154,2,53,1,1,2
154,2,54,0,1,2
154,2,55,1,1,2
154,2,57,1,1,4
154,2,59,0,0,2
154,2,60,1,1,2
154,2,62,1,1,2
154,2,63,0,1,2
154,2,66,1,1,2
154,2,67,1,1,4
154,3,71,1,1,4
154,3,73,1,1,3
154,3,75,1,1,3
154,3,77,0,1,3
154,3,80,0,1,3
154,3,82,0,1,3
154,3,85,1,1,3
154,3,87,1,1,2
154,3,89,0,1,4
154,3,92,1,1,4
154,3,94,0,1,2
154,3,97,0,1,4
154,3,99,1,1,3
154,3,100,0,1,3
154,3,102,1,1,6
155,1,2,0,1,1
155,1,4,1,1,1
155,1,5,1,1,1
155,1,7,1,0,2
155,1,10,0,1,1
155,1,11,1,1,1
155,1,13,0,1,1
155,1,15,0,1,4
155,1,19,1,1,2
155,1,21,0,1,2
155,1,23,0,1,1
155,1,26,0,1,5
155,1,29,0,1,1
155,1,31,1,1,1
155,1,34,0,1,4
155,2,38,1,1,1
155,2,40,0,1,2
155,2,42,0,1,2
155,2,44,0,1,1
155,2,46,0,1,1
155,2,48,1,1,4
155,2,50,1,0,5
155,2,53,1,1,3
155,2,54,0,0,1
155,2,55,1,0,4
155,2,57,1,1,2
155,2,59,0,1,1
155,2,60,1,0,2
155,2,62,1,1,2
155,2,63,0,1,1
155,2,66,1,1,4
155,2,67,1,1,1
155,3,71,1,1,1
155,3,73,1,1,2
155,3,75,1,1,2
155,3,77,0,1,3
155,3,80,0,1,1
155,3,82,0,1,4
155,3,85,1,1,5
155,3,87,1,1,3
155,3,89,0,1,5
155,3,92,1,1,4
155,3,94,0,1,3
155,3,97,0,0,5
155,3,99,1,1,4
155,3,100,0,1,2
155,3,102,1,1,3
156,1,2,0,1,1
156,1,4,1,1,1
156,1,5,1,1,1
156,1,7,1,1,1
156,1,10,0,1,1
156,1,11,1,1,2
156,1,13,0,1,1
156,1,15,0,1,1
156,1,19,1,1,1
156,1,21,0,1,1
156,1,23,0,1,1
156,1,26,0,1,1
156,1,29,0,1,1
156,1,31,1,1,1
156,1,34,0,1,2
156,2,38,1,1,1
156,2,40,0,1,1
156,2,42,0,1,1
156,2,44,0,1,1
156,2,46,0,1,1
156,2,48,1,1,2
156,2,50,1,1,2
156,2,53,1,1,1
156,2,54,0,1,1
156,2,55,1,1,1
156,2,57,1,1,1
156,2,59,0,1,1
156,2,60,1,0,2
156,2,62,1,1,1
156,2,63,0,1,1
156,2,66,1,1,1
156,2,67,1,1,2
156,3,71,1,1,2
156,3,73,1,1,1
156,3,75,1,1,1
156,3,77,0,1,1
156,3,80,0,1,1
156,3,82,0,1,1
156,3,85,1,1,1
156,3,87,1,1,1
156,3,89,0,1,1
156,3,92,1,1,2
156,3,94,0,1,1
156,3,97,0,1,1
156,3,99,1,1,1
156,3,100,0,1,2
156,3,102,1,1,1
157,1,2,0,1,1
157,1,4,1,1,1
157,1,5,1,1,1
157,1,7,1,1,1
157,1,10,0,1,1
157,1,11,1,1,1
157,1,13,0,1,1
157,1,15,0,1,1
157,1,19,1,1,1
157,1,21,0,1,1
157,1,23,0,1,1
157,1,26,0,1,1
157,1,29,0,1,1
157,1,31,1,1,2
157,1,34,0,1,1
157,2,38,1,1,1
157,2,40,0,1,1
157,2,42,0,1,1
157,2,44,0,1,1
157,2,46,0,1,1
157,2,48,1,1,1
157,2,50,1,1,1
157,2,53,1,1,1
157,2,54,0,1,1
157,2,55,1,1,1
157,2,57,1,1,1
157,2,59,0,1,1
157,2,60,1,1,1
157,2,62,1,1,1
157,2,63,0,1,1
157,2,66,1,1,1
157,2,67,1,1,1
157,3,71,1,1,1
157,3,73,1,1,2
157,3,75,1,1,1
157,3,77,0,1,1
157,3,80,0,1,1
157,3,82,0,1,1
157,3,85,1,1,1
157,3,87,1,1,1
157,3,89,0,1,1
157,3,92,1,1,1
157,3,94,0,1,1
157,3,97,0,1,1
157,3,99,1,1,1
157,3,100,0,1,1
157,3,102,1,1,1
158,1,2,0,1,2
158,1,4,1,1,2
158,1,5,1,1,2
158,1,7,1,1,2
158,1,10,0,1,3
158,1,11,1,1,2
158,1,13,0,1,3
158,1,15,0,1,2
158,1,19,1,1,3
158,1,21,0,1,3
158,1,23,0,1,4
158,1,26,0,1,4
158,1,29,0,1,5
158,1,31,1,1,3
158,1,34,0,1,3
158,2,38,1,1,4
158,2,40,0,1,4
158,2,42,0,1,3
158,2,44,0,1,3
158,2,46,0,1,4
158,2,48,1,1,4
158,2,50,1,1,3
158,2,53,1,1,3
158,2,54,0,1,2
158,2,55,1,0,4
158,2,57,1,1,3
158,2,59,0,1,3
158,2,60,1,1,2
158,2,62,1,1,3
158,2,63,0,1,3
158,2,66,1,1,5
158,2,67,1,1,3
158,3,71,1,1,3
158,3,73,1,1,4
158,3,75,1,1,4
158,3,77,0,1,3
158,3,80,0,1,4
158,3,82,0,1,3
158,3,85,1,1,4
158,3,87,1,1,4
158,3,89,0,1,3
158,3,92,1,1,4
158,3,94,0,1,4
158,3,97,0,1,5
158,3,99,1,1,5
158,3,100,0,1,3
158,3,102,1,1,4
159,1,2,0,1,1
159,1,4,1,1,1
159,1,5,1,1,2
159,1,7,1,1,2
159,1,10,0,1,1
159,1,11,1,1,2
159,1,13,0,1,1
159,1,15,0,1,1
159,1,19,1,1,2
159,1,21,0,1,2
159,1,23,0,1,2
159,1,26,0,1,2
159,1,29,0,1,3
159,1,31,1,1,2
159,1,34,0,1,3
159,2,38,1,1,2
159,2,40,0,1,2
159,2,42,0,1,3
159,2,44,0,1,3
159,2,46,0,1,2
159,2,48,1,1,3
159,2,50,1,1,2
159,2,53,1,0,3
159,2,54,0,1,2
159,2,55,1,1,2
159,2,57,1,1,2
159,2,59,0,1,3
159,2,60,1,1,2
159,2,62,1,1,3
159,2,63,0,1,2
159,2,66,1,1,3
159,2,67,1,0,3
159,3,71,1,1,3
159,3,73,1,1,3
159,3,75,1,1,3
159,3,77,0,1,3
159,3,80,0,1,3
159,3,82,0,1,4
159,3,85,1,1,3
159,3,87,1,1,3
159,3,89,0,1,2
159,3,92,1,1,4
159,3,94,0,1,4
159,3,97,0,1,3
159,3,99,1,1,4
159,3,100,0,1,3
159,3,102,1,1,4
160,1,2,0,1,2
160,1,4,1,1,1
160,1,5,1,0,2
160,1,7,1,1,2
160,1,10,0,1,3
160,1,11,1,1,2
160,1,13,0,1,1
160,1,15,0,1,2
160,1,19,1,1,1
160,1,21,0,1,2
160,1,23,0,1,1
160,1,26,0,1,1
160,1,29,0,1,1
160,1,31,1,1,1
160,1,34,0,1,3
160,2,38,1,1,1
160,2,40,0,1,1
160,2,42,0,1,1
160,2,44,0,1,1
160,2,46,0,1,2
160,2,48,1,1,2
160,2,50,1,1,2
160,2,53,1,1,2
160,2,54,0,1,3
160,2,55,1,1,1
160,2,57,1,1,1
160,2,59,0,1,2
160,2,60,1,0,2
160,2,62,1,1,1
160,2,63,0,1,1
160,2,66,1,1,2
160,2,67,1,1,2
160,3,71,1,1,1
160,3,73,1,1,1
160,3,75,1,1,1
160,3,77,0,1,2
160,3,80,0,1,1
160,3,82,0,1,2
160,3,85,1,1,2
160,3,87,1,0,2
160,3,89,0,1,1
160,3,92,1,1,2
160,3,94,0,1,1
160,3,97,0,1,1
160,3,99,1,1,2
160,3,100,0,1,2
160,3,102,1,1,2
161,1,2,0,1,2
161,1,4,1,0,2
161,1,5,1,1,2
161,1,7,1,1,2
161,1,10,0,0,2
161,1,11,1,1,2
161,1,13,0,1,2
161,1,15,0,1,2
161,1,19,1,1,1
161,1,21,0,1,1
161,1,23,0,1,1
161,1,26,0,1,1
161,1,29,0,0,1
161,1,31,1,1,2
161,1,34,0,1,1
161,2,38,1,0,1
161,2,40,0,1,1
161,2,42,0,1,1
161,2,44,0,1,1
161,2,46,0,1,1
161,2,48,1,1,1
161,2,50,1,0,2
161,2,53,1,1,1
161,2,54,0,1,1
161,2,55,1,1,5
161,2,57,1,1,1
161,2,59,0,1,1
161,2,60,1,1,1
161,2,62,1,1,5
161,2,63,0,1,1
161,2,66,1,0,2
161,2,67,1,1,2
161,3,71,1,1,1
161,3,73,1,1,2
161,3,75,1,1,1
161,3,77,0,1,1
161,3,80,0,1,1
161,3,82,0,1,1
161,3,85,1,0,2
161,3,87,1,1,1
161,3,89,0,1,1
161,3,92,1,0,1
161,3,94,0,1,1
161,3,97,0,1,1
161,3,99,1,0,1
161,3,100,0,1,1
161,3,102,1,1,1
162,1,2,0,1,1
162,1,4,1,1,1
162,1,5,1,0,3
162,1,7,1,1,2
162,1,10,0,1,1
162,1,11,1,1,1
162,1,13,0,1,3
162,1,15,0,1,1
162,1,19,1,1,3
162,1,21,0,1,1
162,1,23,0,1,1
162,1,26,0,1,1
162,1,29,0,1,1
162,1,31,1,1,1
162,1,34,0,1,3
162,2,38,1,1,1
162,2,40,0,0,1
162,2,42,0,0,3
162,2,44,0,1,1
162,2,46,0,0,4
162,2,48,1,1,3
162,2,50,1,0,3
162,2,53,1,1,3
162,2,54,0,1,3
162,2,55,1,0,3
162,2,57,1,1,3
162,2,59,0,1,3
162,2,60,1,0,3
162,2,62,1,1,3
162,2,63,0,1,3
162,2,66,1,1,3
162,2,67,1,1,3
162,3,71,1,1,3
162,3,73,1,1,3
162,3,75,1,1,3
162,3,77,0,1,4
162,3,80,0,1,3
162,3,82,0,1,3
162,3,85,1,1,3
162,3,87,1,1,3
162,3,89,0,0,3
162,3,92,1,1,3
162,3,94,0,1,3
162,3,97,0,1,6
162,3,99,1,0,3
162,3,100,0,1,3
162,3,102,1,1,3
163,1,2,0,1,1
163,1,4,1,1,1
163,1,5,1,1,1
163,1,7,1,1,1
163,1,10,0,1,1
163,1,11,1,1,1
163,1,13,0,1,1
163,1,15,0,1,2
163,1,19,1,1,1
163,1,21,0,1,1
163,1,23,0,1,1
163,1,26,0,1,1
163,1,29,0,1,1
163,1,31,1,0,1
163,1,34,0,1,1
163,2,38,1,1,1
163,2,40,0,1,1
163,2,42,0,0,1
163,2,44,0,1,1
163,2,46,0,0,2
163,2,48,1,1,1
163,2,50,1,1,1
163,2,53,1,1,1
163,2,54,0,1,1
163,2,55,1,1,1
163,2,57,1,1,1
163,2,59,0,1,1
163,2,60,1,1,1
163,2,62,1,1,1
163,2,63,0,1,1
163,2,66,1,1,1
163,2,67,1,1,1
163,3,71,1,1,1
163,3,73,1,1,3
163,3,75,1,1,1
163,3,77,0,1,1
163,3,80,0,1,1
163,3,82,0,1,1
163,3,85,1,1,2
163,3,87,1,1,1
163,3,89,0,1,1
163,3,92,1,1,3
163,3,94,0,1,1
163,3,97,0,1,1
163,3,99,1,1,1
163,3,100,0,1,1
163,3,102,1,1,2
164,1,2,0,1,3
164,1,4,1,1,1
164,1,5,1,0,3
164,1,7,1,0,1
164,1,10,0,1,2
164,1,11,1,1,2
164,1,13,0,1,2
164,1,15,0,1,1
164,1,19,1,1,3
164,1,21,0,1,3
164,1,23,0,1,2
164,1,26,0,0,4
164,1,29,0,1,2
164,1,31,1,1,2
164,1,34,0,1,5
164,2,38,1,1,4
164,2,40,0,1,2
164,2,42,0,1,3
164,2,44,0,1,2
164,2,46,0,1,2
164,2,48,1,1,3
164,2,50,1,1,2
164,2,53,1,1,3
164,2,54,0,1,3
164,2,55,1,1,2
164,2,57,1,1,3
164,2,59,0,1,3
164,2,60,1,1,3
164,2,62,1,1,3
164,2,63,0,1,3
164,2,66,1,1,4
164,2,67,1,0,5
164,3,71,1,1,4
164,3,73,1,1,3
164,3,75,1,1,4
164,3,77,0,1,3
164,3,80,0,1,2
164,3,82,0,1,3
164,3,85,1,1,4
164,3,87,1,1,3
164,3,89,0,1,4
164,3,92,1,1,3
164,3,94,0,1,3
164,3,97,0,1,4
164,3,99,1,1,3
164,3,100,0,1,4
164,3,102,1,1,3
165,1,2,0,1,1
165,1,4,1,1,1
165,1,5,1,1,2
165,1,7,1,1,1
165,1,10,0,1,1
165,1,11,1,1,1
165,1,13,0,1,1
165,1,15,0,1,1
165,1,19,1,1,1
165,1,21,0,1,1
165,1,23,0,1,1
165,1,26,0,1,1
165,1,29,0,1,1
165,1,31,1,1,2
165,1,34,0,0,1
165,2,38,1,1,1
165,2,40,0,1,1
165,2,42,0,0,5
165,2,44,0,1,1
165,2,46,0,0,1
165,2,48,1,1,1
165,2,50,1,1,1
165,2,53,1,1,1
165,2,54,0,1,1
165,2,55,1,1,1
165,2,57,1,1,1
165,2,59,0,1,1
165,2,60,1,1,1
165,2,62,1,1,1
165,2,63,0,1,1
165,2,66,1,1,2
165,2,67,1,1,1
165,3,71,1,1,1
165,3,73,1,1,2
165,3,75,1,1,1
165,3,77,0,1,1
165,3,80,0,1,2
165,3,82,0,1,1
165,3,85,1,1,1
165,3,87,1,1,1
165,3,89,0,1,2
165,3,92,1,1,1
165,3,94,0,1,1
165,3,97,0,1,1
165,3,99,1,0,3
165,3,100,0,1,1
165,3,102,1,1,1
166,1,2,0,1,1
166,1,4,1,1,1
166,1,5,1,0,1
166,1,7,1,1,1
166,1,10,0,1,1
166,1,11,1,1,1
166,1,13,0,1,1
166,1,15,0,1,1
166,1,19,1,1,1
166,1,21,0,1,2
166,1,23,0,1,2
166,1,26,0,1,1
166,1,29,0,0,1
166,1,31,1,1,1
166,1,34,0,1,1
166,2,38,1,1,1
166,2,40,0,1,1
166,2,42,0,0,1
166,2,44,0,1,1
166,2,46,0,1,1
166,2,48,1,1,4
166,2,50,1,1,1
166,2,53,1,0,2
166,2,54,0,1,1
166,2,55,1,1,3
166,2,57,1,1,1
166,2,59,0,1,1
166,2,60,1,1,1
166,2,62,1,1,1
166,2,63,0,1,1
166,2,66,1,1,1
166,2,67,1,1,3
166,3,71,1,1,2
166,3,73,1,0,3
166,3,75,1,1,2
166,3,77,0,1,3
166,3,80,0,1,2
166,3,82,0,1,1
166,3,85,1,1,3
166,3,87,1,1,3
166,3,89,0,1,3
166,3,92,1,0,4
166,3,94,0,1,2
166,3,97,0,1,2
166,3,99,1,1,4
166,3,100,0,1,4
166,3,102,1,0,5
167,1,2,0,1,1
167,1,4,1,1,1
167,1,5,1,1,1
167,1,7,1,1,1
167,1,10,0,1,3
167,1,11,1,1,1
167,1,13,0,1,1
167,1,15,0,1,1
167,1,19,1,1,1
167,1,21,0,1,2
167,1,23,0,0,5
167,1,26,0,1,1
167,1,29,0,1,2
167,1,31,1,1,2
167,1,34,0,1,1
167,2,38,1,1,2
167,2,40,0,1,1
167,2,42,0,1,3
167,2,44,0,1,2
167,2,46,0,1,1
167,2,48,1,1,2
167,2,50,1,1,1
167,2,53,1,1,3
167,2,54,0,1,1
167,2,55,1,1,1
167,2,57,1,1,1
167,2,59,0,1,1
167,2,60,1,1,1
167,2,62,1,1,1
167,2,63,0,1,1
167,2,66,1,1,5
167,2,67,1,0,3
167,3,71,1,1,6
167,3,73,1,1,2
167,3,75,1,1,1
167,3,77,0,1,1
167,3,80,0,1,1
167,3,82,0,1,1
167,3,85,1,1,1
167,3,87,1,1,2
167,3,89,0,1,2
167,3,92,1,1,3
167,3,94,0,1,2
167,3,97,0,1,2
167,3,99,1,1,1
167,3,100,0,1,2
167,3,102,1,1,2
168,1,2,0,1,1
168,1,4,1,1,1
168,1,5,1,1,1
168,1,7,1,1,1
168,1,10,0,1,1
168,1,11,1,1,1
168,1,13,0,1,1
168,1,15,0,1,1
168,1,19,1,1,1
168,1,21,0,1,1
168,1,23,0,1,1
168,1,26,0,0,2
168,1,29,0,1,1
168,1,31,1,1,2
168,1,34,0,1,2
168,2,38,1,1,1
168,2,40,0,1,2
168,2,42,0,1,2
168,2,44,0,1,1
168,2,46,0,1,1
168,2,48,1,1,1
168,2,50,1,1,2
168,2,53,1,0,2
168,2,54,0,1,2
168,2,55,1,1,2
168,2,57,1,1,2
168,2,59,0,1,2
168,2,60,1,1,2
168,2,62,1,1,2
168,2,63,0,1,2
168,2,66,1,1,2
168,2,67,1,1,2
168,3,71,1,1,2
168,3,73,1,1,2
168,3,75,1,1,2
168,3,77,0,1,2
168,3,80,0,1,2
168,3,82,0,1,1
168,3,85,1,1,2
168,3,87,1,1,3
168,3,89,0,1,3
168,3,92,1,1,2
168,3,94,0,1,3
168,3,97,0,1,3
168,3,99,1,1,2
168,3,100,0,1,3
168,3,102,1,1,3
169,1,2,0,1,4
169,1,4,1,1,3
169,1,5,1,1,3
169,1,7,1,1,4
169,1,10,0,1,3
169,1,11,1,1,3
169,1,13,0,1,3
169,1,15,0,1,2
169,1,19,1,1,3
169,1,21,0,1,3
169,1,23,0,1,3
169,1,26,0,1,3
169,1,29,0,1,3
169,1,31,1,0,2
169,1,34,0,1,3
169,2,38,1,0,2
169,2,40,0,1,2
169,2,42,0,1,3
169,2,44,0,1,3
169,2,46,0,1,3
169,2,48,1,1,3
169,2,50,1,1,2
169,2,53,1,1,2
169,2,54,0,1,2
169,2,55,1,0,2
169,2,57,1,0,1
169,2,59,0,1,2
169,2,60,1,1,2
169,2,62,1,1,2
169,2,63,0,1,5
169,2,66,1,1,5
169,2,67,1,0,5
169,3,71,1,1,6
169,3,73,1,1,6
169,3,75,1,1,5
169,3,77,0,1,6
169,3,80,0,1,5
169,3,82,0,1,5
169,3,85,1,1,6
169,3,87,1,1,5
169,3,89,0,1,5
169,3,92,1,1,6
169,3,94,0,1,6
169,3,97,0,1,5
169,3,99,1,0,6
169,3,100,0,1,6
169,3,102,1,1,6
170,1,2,0,1,2
170,1,4,1,1,2
170,1,5,1,1,2
170,1,7,1,1,1
170,1,10,0,1,3
170,1,11,1,1,1
170,1,13,0,1,2
170,1,15,0,1,2
170,1,19,1,1,3
170,1,21,0,1,2
170,1,23,0,1,1
170,1,26,0,1,2
170,1,29,0,1,2
170,1,31,1,0,3
170,1,34,0,0,2
170,2,38,1,1,2
170,2,40,0,1,3
170,2,42,0,0,3
170,2,44,0,1,1
170,2,46,0,0,3
170,2,48,1,1,4
170,2,50,1,1,3
170,2,53,1,1,3
170,2,54,0,1,2
170,2,55,1,1,2
170,2,57,1,1,1
170,2,59,0,1,2
170,2,60,1,1,1
170,2,62,1,1,1
170,2,63,0,1,1
170,2,66,1,1,3
170,2,67,1,1,4
170,3,71,1,1,3
170,3,73,1,1,3
170,3,75,1,1,3
170,3,77,0,1,2
170,3,80,0,1,4
170,3,82,0,1,1
170,3,85,1,1,2
170,3,87,1,1,2
170,3,89,0,1,4
170,3,92,1,1,3
170,3,94,0,1,3
170,3,97,0,1,3
170,3,99,1,1,1
170,3,100,0,1,1
170,3,102,1,1,2
171,1,2,0,1,1
171,1,4,1,1,1
171,1,5,1,1,1
171,1,7,1,1,2
171,1,10,0,1,2
171,1,11,1,1,2
171,1,13,0,1,1
171,1,15,0,1,1
171,1,19,1,1,1
171,1,21,0,1,1
171,1,23,0,1,3
171,1,26,0,1,2
171,1,29,0,1,2
171,1,31,1,1,3
171,1,34,0,1,1
171,2,38,1,1,1
171,2,40,0,1,1
171,2,42,0,1,2
171,2,44,0,1,1
171,2,46,0,1,1
171,2,48,1,1,2
